Date Reported,Date of Occurrence,Time of Occurrence,City,Severity,Crime Description,Victim Age,Victim Gender,Weapon Used
11-12-2021,10-12-2021,1,Nerul East,7,Drug Possession,9,Female,Poison
21-01-2020,19-01-2020,14,Mira Colony,3,Fraud,51,Female,Explosives
11-11-2023,02-11-2023,11,Goregaon Industrial Area,5,Cyber Crime,74,Other,Knife
06-11-2022,01-11-2022,15,Pathanwadi (Malad),9,Vehicle Theft,25,Female,Gun
26-02-2023,19-02-2023,0,Jogeshwari Market Area,6,Extortion,46,Male,Blunt Object
11-06-2023,07-06-2023,6,Lokhandwala,2,Domestic Violence,16,Other,Gun
31-12-2023,30-12-2023,9,21st Road (Khar),4,Human Trafficking,58,Other,Acid
05-11-2021,03-11-2021,0,Bhayandar Village,3,Fraud,57,Other,Poison
01-12-2023,29-11-2023,10,Somnath Lane,9,Murder,44,Male,Explosives
13-04-2024,12-04-2024,6,Virar Station Area,3,Robbery,16,Male,Poison
20-10-2023,18-10-2023,18,Ambujwadi (Malad),6,Attempt to Murder,46,Male,Gun
08-07-2024,01-07-2024,17,Amrut Nagar (Jogeshwari),5,Robbery,37,Female,Blunt Object
12-12-2023,03-12-2023,16,Virar Station Area,6,Riot,50,Male,Poison
23-05-2020,22-05-2020,0,Malad Market Area,1,Kidnapping,76,Other,Knife
24-02-2022,15-02-2022,2,Khar Market Area,9,Cyber Crime,54,Female,Knife
14-08-2024,06-08-2024,6,Pali Naka (Khar),3,Extortion,44,Female,Explosives
26-09-2020,23-09-2020,10,Vasai Village,5,Robbery,68,Female,Knife
25-08-2020,22-08-2020,19,Juhu Beach Area,3,Chain Snatching,6,Female,Blunt Object
16-03-2021,07-03-2021,22,Four Bungalows,3,Theft,25,Female,Gun
10-08-2024,07-08-2024,22,Vasai East,6,Chain Snatching,80,Other,None
19-08-2024,11-08-2024,9,LIC Colony (Borivali),1,Fraud,68,Female,Explosives
15-08-2020,05-08-2020,6,Navi Mumbai,8,Chain Snatching,71,Other,Knife
19-05-2020,11-05-2020,21,Mira Road West,8,Theft,60,Male,Knife
28-01-2023,21-01-2023,22,Ghansoli,4,Domestic Violence,41,Female,Knife
26-01-2020,26-01-2020,0,Chapel Road,4,Fraud,79,Male,None
17-05-2020,07-05-2020,16,Vile Parle Market Area,5,Human Trafficking,24,Other,Blunt Object
30-08-2024,23-08-2024,12,18th Road (Khar),5,Domestic Violence,14,Female,Blunt Object
23-11-2021,13-11-2021,19,Khar Danda,2,Drug Possession,75,Male,Explosives
13-09-2024,10-09-2024,19,Patilwadi (Jogeshwari),5,Cyber Crime,29,Female,Poison
16-11-2022,06-11-2022,19,KC Marg,2,Domestic Violence,25,Female,Blunt Object
29-01-2021,19-01-2021,3,Andheri Hills,2,Human Trafficking,32,Male,Knife
22-05-2021,17-05-2021,23,Pratiksha Nagar (Jogeshwari),2,Attempt to Murder,19,Other,Explosives
30-05-2023,29-05-2023,3,Dahisar East,6,Fraud,29,Female,Gun
29-04-2022,29-04-2022,3,Navi Mumbai South,5,Cyber Crime,29,Female,Poison
27-10-2024,26-10-2024,10,14th Road (Khar),8,Theft,39,Male,Acid
14-02-2021,07-02-2021,21,Dahisar Industrial Area,4,Sexual Assault,52,Male,Poison
20-09-2023,15-09-2023,12,Oshiwara,4,Chain Snatching,79,Male,Explosives
06-10-2020,27-09-2020,9,Somnath Lane,3,Theft,35,Male,Knife
30-03-2020,22-03-2020,8,Andheri Market,9,Attempt to Murder,8,Female,Blunt Object
05-01-2024,26-12-2023,1,Bhayandar Central,7,Domestic Violence,30,Other,Blunt Object
09-01-2024,08-01-2024,6,Andheri Central,9,Human Trafficking,59,Female,None
07-03-2023,05-03-2023,8,Virar East Colony,5,Domestic Violence,45,Female,Gun
21-04-2023,12-04-2023,2,Yogi Nagar (Borivali),8,Extortion,21,Male,Explosives
04-02-2022,30-01-2022,21,Navi Mumbai Tech Park,4,Murder,64,Female,Poison
11-01-2021,09-01-2021,16,Kopar Khairane West,6,Attempt to Murder,73,Female,Poison
20-02-2021,16-02-2021,19,Ekta Colony,4,Murder,49,Male,Knife
10-05-2022,05-05-2022,21,Juhu Village,3,Sexual Assault,22,Female,None
15-07-2022,11-07-2022,6,Vile Parle Market Area,9,Attempt to Murder,22,Male,None
19-12-2023,19-12-2023,8,Navi Mumbai,2,Attempt to Murder,40,Female,Knife
20-05-2023,15-05-2023,6,Pathanwadi (Malad),8,Chain Snatching,67,Other,Acid
19-05-2020,10-05-2020,18,Rawalpada (Dahisar),8,Vehicle Theft,10,Male,Blunt Object
22-03-2020,19-03-2020,20,Virar Junction,9,Extortion,5,Female,Acid
04-09-2023,28-08-2023,10,Amrut Nagar (Jogeshwari),1,Extortion,75,Male,Explosives
12-02-2023,12-02-2023,23,Juhu Scheme,1,Kidnapping,24,Male,Explosives
04-06-2023,30-05-2023,4,Khar West,6,Murder,17,Other,Blunt Object
17-01-2023,07-01-2023,1,Kandivali East,4,Human Trafficking,69,Other,Poison
12-06-2020,06-06-2020,13,Nerul West,5,Sexual Assault,17,Male,Acid
18-06-2020,08-06-2020,20,Jogeshwari Market Area,5,Riot,38,Male,Acid
01-06-2021,25-05-2021,15,Bhayandar Camp,5,Kidnapping,69,Other,Acid
06-11-2021,31-10-2021,16,Marol,5,Domestic Violence,64,Other,Blunt Object
01-02-2022,25-01-2022,13,Juhu Market,5,Sexual Assault,63,Male,None
17-01-2020,16-01-2020,2,16th Road (Khar),9,Fraud,29,Other,Explosives
19-10-2023,17-10-2023,2,Virar Industrial Area,5,Extortion,33,Male,Gun
23-05-2020,14-05-2020,14,Chapel Road,7,Fraud,53,Other,Blunt Object
28-02-2020,18-02-2020,20,16th Road (Khar),9,Murder,54,Other,Knife
11-12-2021,09-12-2021,2,Santacruz West,1,Fraud,73,Male,Gun
17-07-2021,10-07-2021,0,Navi Mumbai Harbour,8,Murder,79,Female,Knife
22-07-2020,15-07-2020,9,Oshiwara,2,Kidnapping,44,Other,Acid
12-01-2023,11-01-2023,6,Virar Industrial Area,7,Riot,49,Other,Blunt Object
26-09-2022,21-09-2022,15,Mira Road Colony,5,Vehicle Theft,78,Male,Knife
19-07-2024,10-07-2024,13,Oshiwara,8,Human Trafficking,34,Male,None
09-02-2023,02-02-2023,13,Patilwadi (Jogeshwari),1,Kidnapping,70,Female,Acid
08-08-2023,03-08-2023,1,Mount Mary Area,4,Extortion,70,Other,Knife
03-12-2022,03-12-2022,7,Kandivali East,6,Human Trafficking,34,Male,Blunt Object
28-01-2020,25-01-2020,21,Mhatre Wadi (Dahisar),1,Drug Possession,14,Female,Blunt Object
16-05-2023,10-05-2023,8,Mira Colony,8,Theft,55,Other,Poison
09-02-2022,07-02-2022,23,Dahisar Industrial Area,5,Chain Snatching,59,Other,None
04-04-2020,01-04-2020,19,Liliya Nagar (Malad),9,Chain Snatching,55,Female,Blunt Object
09-06-2023,30-05-2023,10,Behram Baug (Jogeshwari),9,Drug Possession,64,Other,Knife
28-09-2020,22-09-2020,16,Jogeshwari West,1,Human Trafficking,27,Male,None
24-04-2020,20-04-2020,8,Airoli,5,Human Trafficking,71,Other,Poison
10-02-2023,04-02-2023,23,Virar Station Area,5,Chain Snatching,13,Female,Gun
20-08-2021,12-08-2021,20,Juhu Village,5,Robbery,10,Male,Acid
23-10-2020,20-10-2020,17,Virar West Industrial Area,5,Extortion,77,Female,Blunt Object
29-06-2024,20-06-2024,10,Kamothe,9,Kidnapping,48,Female,Poison
01-09-2021,25-08-2021,14,Four Bungalows,4,Robbery,60,Female,Explosives
19-08-2020,17-08-2020,11,Juhu,6,Vehicle Theft,50,Female,Explosives
03-08-2021,26-07-2021,11,Shimpoli,5,Sexual Assault,24,Other,Acid
28-02-2022,27-02-2022,15,Vile Parle Market Area,7,Murder,27,Female,Gun
29-02-2020,26-02-2020,3,KC Marg,2,Fraud,32,Female,Explosives
28-12-2024,21-12-2024,9,Bhayandar Market,7,Riot,66,Other,Poison
06-05-2020,05-05-2020,20,Navi Mumbai,1,Kidnapping,5,Other,Blunt Object
07-11-2020,06-11-2020,12,Mhatre Wadi (Dahisar),2,Extortion,40,Male,Gun
04-11-2022,27-10-2022,12,Juhu Beach Area,8,Robbery,72,Male,Poison
12-11-2021,03-11-2021,16,Dindoshi (Malad),4,Sexual Assault,36,Female,Blunt Object
09-08-2024,04-08-2024,23,14th Road (Khar),7,Human Trafficking,46,Other,Poison
20-08-2022,11-08-2022,23,Rani Sati Marg (Malad),1,Murder,31,Male,Gun
23-06-2020,21-06-2020,13,Four Bungalows,5,Attempt to Murder,13,Female,Blunt Object
08-04-2024,31-03-2024,1,Andheri Market,4,Human Trafficking,14,Other,None
11-07-2020,05-07-2020,3,Shanti Nagar (Dahisar),4,Murder,60,Other,None
23-01-2022,15-01-2022,2,Vasai West,1,Sexual Assault,36,Other,Poison
04-11-2023,01-11-2023,2,Andheri West,1,Murder,27,Female,Acid
24-05-2024,17-05-2024,10,Juhu Nagar,9,Murder,35,Other,Poison
24-02-2022,24-02-2022,20,Vasai East,7,Drug Possession,26,Male,None
02-04-2024,31-03-2024,22,Orlem (Malad),4,Domestic Violence,28,Female,Gun
27-04-2024,25-04-2024,4,Juhu,1,Human Trafficking,35,Other,Poison
08-08-2020,04-08-2020,1,Dahisar East,4,Attempt to Murder,30,Other,Blunt Object
05-08-2020,29-07-2020,10,Gokuldham (Goregaon),9,Kidnapping,63,Other,Gun
16-06-2020,09-06-2020,23,Vasai Village,8,Attempt to Murder,56,Female,Acid
08-08-2020,05-08-2020,12,Sahar Airport,7,Extortion,40,Other,Blunt Object
07-11-2023,02-11-2023,22,Jogeshwari East,1,Robbery,43,Female,Gun
14-04-2021,07-04-2021,19,Versova,7,Drug Possession,49,Other,None
19-07-2023,13-07-2023,22,Vile Parle West,9,Vehicle Theft,53,Male,Gun
28-02-2024,25-02-2024,6,Kopar Khairane,1,Chain Snatching,52,Other,Knife
07-02-2022,31-01-2022,17,I.C. Colony,8,Cyber Crime,25,Male,Poison
02-11-2022,23-10-2022,22,Borivali Industrial Area,5,Domestic Violence,63,Other,None
13-09-2023,10-09-2023,15,Dahanukar Wadi (Kandivali West),7,Kidnapping,13,Male,Explosives
11-07-2021,09-07-2021,14,Malad West,5,Domestic Violence,39,Other,None
06-11-2024,02-11-2024,11,Belapur,4,Murder,22,Female,Explosives
27-06-2022,19-06-2022,18,Belapur,4,Chain Snatching,66,Other,Gun
20-03-2023,12-03-2023,22,Yogi Nagar (Borivali),9,Cyber Crime,72,Male,None
26-03-2021,20-03-2021,22,Turbhe,9,Fraud,28,Other,Poison
27-10-2022,27-10-2022,11,Virar Junction,8,Extortion,63,Other,Blunt Object
07-07-2023,27-06-2023,22,Bhayandar Industrial Area,7,Human Trafficking,34,Female,None
13-04-2021,11-04-2021,11,Jawahar Nagar (Goregaon),5,Extortion,55,Male,Blunt Object
01-01-2023,31-12-2022,12,Jawahar Nagar (Goregaon),9,Riot,30,Female,Blunt Object
10-02-2021,07-02-2021,12,Panvel,2,Murder,25,Other,Poison
07-01-2023,30-12-2022,9,Kalina (Santacruz East),6,Extortion,12,Male,Gun
07-12-2022,02-12-2022,7,Malcolm Baug (Jogeshwari),7,Robbery,14,Male,Gun
01-03-2022,19-02-2022,11,Bhayandar Market,1,Kidnapping,53,Male,Knife
15-05-2023,09-05-2023,18,Bhayandar Village,4,Kidnapping,65,Male,Poison
14-12-2024,06-12-2024,11,Versova,5,Fraud,21,Other,None
27-02-2022,25-02-2022,22,Shimpoli,5,Robbery,27,Other,Explosives
12-04-2022,08-04-2022,13,Vasai West,9,Attempt to Murder,40,Female,Poison
02-04-2021,27-03-2021,23,Irla (Vile Parle),1,Robbery,13,Male,Acid
08-09-2022,04-09-2022,10,Charkop (Kandivali West),4,Drug Possession,52,Male,Explosives
26-11-2021,16-11-2021,16,Malvani (Malad),9,Vehicle Theft,18,Male,Blunt Object
27-11-2021,27-11-2021,16,Davri Nagar (Santacruz East),3,Vehicle Theft,31,Male,Explosives
29-11-2022,22-11-2022,6,Chaitanya Nagar (Santacruz East),6,Cyber Crime,26,Female,None
19-04-2021,16-04-2021,13,Liliya Nagar (Malad),9,Sexual Assault,8,Male,Explosives
26-02-2023,17-02-2023,16,Kandivali West,6,Theft,11,Male,Blunt Object
29-11-2020,28-11-2020,15,Navi Mumbai,8,Robbery,49,Female,Acid
03-05-2021,25-04-2021,3,NL Complex (Dahisar),1,Fraud,23,Other,Gun
28-09-2023,21-09-2023,20,Liliya Nagar (Malad),6,Domestic Violence,21,Male,Knife
25-11-2024,20-11-2024,15,Virar Station Area,9,Chain Snatching,59,Other,Knife
31-05-2020,30-05-2020,14,Dahanukar Wadi (Kandivali West),6,Murder,48,Female,Gun
27-07-2021,23-07-2021,18,Andheri Market,8,Sexual Assault,29,Male,Explosives
25-04-2020,20-04-2020,14,Ranwar,6,Theft,22,Male,Poison
29-03-2021,28-03-2021,18,Borivali West,4,Theft,72,Female,Poison
07-05-2023,06-05-2023,12,Belapur,5,Attempt to Murder,77,Female,Poison
02-01-2024,26-12-2023,18,Vile Parle West,9,Extortion,21,Female,Blunt Object
24-09-2022,14-09-2022,2,Charkop (Kandivali West),4,Theft,36,Male,Acid
29-10-2023,22-10-2023,1,Chakala Naka,1,Kidnapping,11,Male,Gun
01-06-2024,29-05-2024,8,Nerul,7,Drug Possession,74,Female,None
01-08-2023,23-07-2023,14,Nerul East,9,Riot,73,Male,None
01-04-2024,22-03-2024,2,Navi Mumbai Industrial Area,6,Cyber Crime,57,Female,Acid
09-03-2023,01-03-2023,19,Andheri West,3,Murder,29,Female,Knife
05-04-2022,05-04-2022,17,Evershine Nagar (Malad),8,Vehicle Theft,62,Female,Acid
22-08-2020,13-08-2020,0,Airoli Industrial Area,7,Robbery,80,Other,None
25-07-2020,16-07-2020,13,I.C. Colony,1,Riot,64,Female,None
20-11-2020,18-11-2020,22,Anand Nagar (Dahisar),2,Murder,45,Male,Acid
06-09-2021,04-09-2021,7,Santacruz West,5,Drug Possession,59,Female,Gun
09-01-2020,08-01-2020,8,Mira Colony,3,Extortion,67,Other,None
15-01-2023,12-01-2023,19,Ekta Colony,1,Vehicle Theft,45,Female,Explosives
21-11-2023,18-11-2023,6,Mira Colony,8,Riot,9,Male,Blunt Object
17-02-2021,09-02-2021,14,Malad West,1,Fraud,68,Female,Acid
03-12-2020,25-11-2020,21,18th Road (Khar),3,Sexual Assault,13,Male,Poison
08-04-2020,05-04-2020,7,Gokuldham (Goregaon),7,Fraud,52,Other,Knife
04-08-2021,01-08-2021,18,Carter Road,2,Attempt to Murder,78,Other,Gun
29-04-2021,28-04-2021,21,I.C. Colony,8,Human Trafficking,14,Other,Gun
08-07-2024,01-07-2024,6,Turbhe,2,Chain Snatching,73,Male,Knife
24-12-2023,17-12-2023,1,Subhash Nagar,8,Riot,52,Female,Gun
23-05-2022,20-05-2022,19,Ambedkar Road (Khar),7,Drug Possession,26,Female,Poison
07-04-2022,03-04-2022,8,Vile Parle West,9,Drug Possession,34,Female,Poison
05-03-2024,26-02-2024,13,Charkop (Kandivali West),8,Theft,17,Other,Acid
21-10-2024,21-10-2024,0,Avdhut Nagar (Dahisar),9,Vehicle Theft,47,Other,Poison
15-01-2023,07-01-2023,23,Kopar Khairane,1,Cyber Crime,79,Female,Poison
06-04-2021,28-03-2021,15,Yogi Nagar (Borivali),3,Murder,57,Female,Blunt Object
26-05-2021,23-05-2021,23,Vazira Naka,2,Extortion,18,Other,Gun
31-07-2024,21-07-2024,16,Marol Naka,9,Fraud,32,Other,Gun
30-12-2022,28-12-2022,9,Bandra Kurla Complex,8,Murder,70,Male,Gun
12-10-2024,06-10-2024,18,Virar Industrial Area,2,Robbery,29,Female,Explosives
15-07-2022,07-07-2022,21,Kandivali Industrial Area,7,Attempt to Murder,54,Male,Gun
11-10-2020,02-10-2020,21,Shanti Nagar (Dahisar),6,Robbery,49,Male,Poison
29-01-2021,26-01-2021,15,Bhayandar West,5,Theft,14,Other,Gun
02-01-2023,25-12-2022,19,Virar West,7,Vehicle Theft,17,Male,Poison
27-08-2022,24-08-2022,1,Navi Mumbai South,6,Vehicle Theft,37,Male,Gun
23-04-2020,15-04-2020,10,Janupada (Kandivali East),2,Sexual Assault,8,Male,None
25-02-2020,18-02-2020,23,Kamothe,8,Attempt to Murder,26,Female,None
22-05-2024,15-05-2024,11,Malcolm Baug (Jogeshwari),8,Theft,33,Male,Gun
08-12-2023,28-11-2023,5,16th Road (Khar),7,Theft,43,Female,None
07-02-2023,30-01-2023,5,Thakur Complex (Kandivali East),2,Domestic Violence,20,Male,Explosives
27-04-2020,24-04-2020,2,Chaitanya Nagar (Santacruz East),1,Vehicle Theft,38,Male,None
04-05-2022,02-05-2022,17,Vasai West,8,Vehicle Theft,43,Other,Explosives
01-12-2020,30-11-2020,18,Malad East,8,Chain Snatching,10,Other,Explosives
23-07-2020,17-07-2020,22,Vakola (Santacruz East),5,Riot,73,Male,Blunt Object
20-06-2022,17-06-2022,16,Orlem (Malad),8,Murder,77,Other,Acid
10-05-2020,08-05-2020,20,Virar Industrial Area,1,Robbery,67,Other,Blunt Object
07-03-2021,27-02-2021,12,Chakala,3,Kidnapping,15,Female,None
06-11-2020,31-10-2020,5,Borivali East,4,Robbery,42,Male,Gun
08-01-2021,30-12-2020,23,Santacruz Market Area,9,Sexual Assault,26,Female,Poison
05-09-2023,30-08-2023,22,Kalina (Santacruz East),4,Chain Snatching,29,Male,Blunt Object
26-01-2020,25-01-2020,22,Kalina (Santacruz East),9,Murder,11,Male,Poison
27-06-2021,24-06-2021,10,Borivali East,7,Sexual Assault,27,Male,Knife
23-04-2021,21-04-2021,0,KC Marg,2,Human Trafficking,79,Other,Poison
06-06-2024,28-05-2024,17,Rawalpada (Dahisar),2,Domestic Violence,35,Other,Gun
01-09-2024,22-08-2024,15,Goregaon Central,8,Domestic Violence,54,Other,None
25-03-2022,17-03-2022,18,Virar Junction,7,Attempt to Murder,30,Other,Blunt Object
21-03-2021,21-03-2021,22,Bangur Nagar (Goregaon),9,Domestic Violence,66,Male,Acid
03-12-2024,03-12-2024,20,Turbhe,8,Drug Possession,7,Female,Knife
04-05-2021,24-04-2021,15,Davri Nagar (Santacruz East),1,Vehicle Theft,66,Female,Gun
01-08-2023,31-07-2023,11,Goregaon Central,3,Extortion,51,Male,Acid
05-12-2020,05-12-2020,21,Mira Road Cantonment,3,Kidnapping,31,Male,Explosives
15-02-2020,05-02-2020,16,Subhash Nagar,5,Riot,54,Other,Acid
29-05-2022,24-05-2022,20,Mira Road East,1,Attempt to Murder,41,Female,Poison
07-11-2023,04-11-2023,18,Bandra Fort Area,8,Chain Snatching,46,Male,None
26-11-2021,20-11-2021,14,Bandra Fort Area,5,Kidnapping,15,Male,Poison
09-10-2022,29-09-2022,6,Motilal Nagar (Goregaon),4,Attempt to Murder,77,Female,Acid
05-05-2021,25-04-2021,9,Navi Mumbai East,2,Riot,36,Other,Blunt Object
15-04-2022,14-04-2022,19,Malcolm Baug (Jogeshwari),3,Theft,62,Other,Explosives
25-04-2022,18-04-2022,19,Navi Mumbai Garden City,7,Chain Snatching,28,Female,Poison
01-05-2023,24-04-2023,12,Virar West Industrial Area,3,Kidnapping,41,Female,Acid
11-08-2024,04-08-2024,12,Sant Dnyaneshwar Nagar,1,Attempt to Murder,38,Other,Explosives
04-10-2022,04-10-2022,7,Goregaon East,7,Attempt to Murder,58,Other,None
29-04-2024,28-04-2024,11,Vazira Naka,4,Murder,78,Male,Explosives
08-09-2024,01-09-2024,11,Charkop (Kandivali West),8,Murder,15,Female,Explosives
01-12-2020,27-11-2020,23,Hanuman Nagar (Kandivali East),9,Fraud,11,Male,Knife
28-09-2021,25-09-2021,5,Marol,1,Drug Possession,70,Male,Poison
07-12-2020,29-11-2020,14,Subhash Nagar,1,Attempt to Murder,73,Male,Explosives
03-10-2020,23-09-2020,11,Virar West,3,Murder,52,Female,Knife
18-02-2022,13-02-2022,10,Pali Naka (Khar),2,Robbery,77,Other,None
31-08-2024,28-08-2024,3,Sunder Nagar (Malad),7,Robbery,65,Other,Gun
22-01-2022,21-01-2022,5,Vile Parle West,5,Vehicle Theft,61,Female,Acid
09-01-2023,07-01-2023,12,Kopar Khairane,5,Domestic Violence,16,Male,Knife
31-05-2021,29-05-2021,15,Davri Nagar (Santacruz East),1,Drug Possession,78,Female,Acid
25-12-2021,15-12-2021,21,Somnath Lane,1,Drug Possession,63,Female,None
26-07-2021,19-07-2021,13,Bhayandar Village,3,Cyber Crime,24,Female,Blunt Object
04-11-2020,29-10-2020,11,Bandra East,8,Fraud,72,Male,Explosives
09-09-2020,07-09-2020,22,Mira Road Cantonment,1,Human Trafficking,71,Male,Acid
17-10-2021,17-10-2021,8,Borivali East,6,Vehicle Theft,36,Female,Knife
21-04-2023,21-04-2023,15,Bhayandar Market,7,Fraud,39,Male,Explosives
09-02-2022,30-01-2022,3,Khar Danda,3,Drug Possession,54,Female,Acid
05-07-2023,05-07-2023,8,Bhayandar East,8,Sexual Assault,51,Male,Gun
09-10-2022,03-10-2022,14,Jogeshwari East,1,Human Trafficking,46,Female,Knife
03-07-2020,29-06-2020,5,Ambedkar Road (Khar),8,Extortion,46,Male,Gun
30-09-2022,27-09-2022,23,Mira Road Colony,2,Murder,39,Male,Gun
14-08-2020,08-08-2020,17,Pali Hill,3,Cyber Crime,23,Male,None
24-12-2021,15-12-2021,1,New Panvel,7,Theft,54,Female,Gun
30-01-2023,27-01-2023,14,Kopar Khairane,6,Cyber Crime,61,Female,Acid
02-09-2022,02-09-2022,15,Dnyaneshwar Marg (Jogeshwari),6,Murder,75,Male,Explosives
30-03-2021,24-03-2021,12,Mhatre Wadi (Dahisar),3,Cyber Crime,44,Male,Poison
21-03-2023,21-03-2023,20,Oshiwara,6,Vehicle Theft,25,Female,Explosives
16-04-2022,16-04-2022,8,Navi Mumbai Central,1,Kidnapping,26,Male,Knife
25-12-2024,15-12-2024,3,Navi Mumbai South,5,Vehicle Theft,36,Female,Knife
23-05-2024,18-05-2024,0,Seawoods,5,Fraud,34,Female,Gun
15-12-2022,14-12-2022,3,Pandurang Wadi (Goregaon),5,Sexual Assault,19,Female,Explosives
15-07-2022,10-07-2022,1,Chaitanya Nagar (Santacruz East),9,Robbery,74,Female,Gun
27-02-2023,18-02-2023,11,Goregaon Central,9,Cyber Crime,14,Female,None
23-11-2021,19-11-2021,15,Mira Road West,8,Extortion,35,Other,Poison
02-04-2021,25-03-2021,8,Motilal Nagar (Goregaon),9,Cyber Crime,10,Female,Gun
04-11-2023,30-10-2023,5,Avdhut Nagar (Dahisar),4,Kidnapping,76,Other,Acid
02-04-2023,26-03-2023,10,Dindoshi (Malad),2,Kidnapping,41,Female,Knife
07-01-2021,03-01-2021,15,Dahisar West,7,Vehicle Theft,31,Female,Blunt Object
22-07-2022,13-07-2022,12,Virar East,6,Sexual Assault,21,Female,Gun
01-12-2021,22-11-2021,9,Vasai Road Area,3,Chain Snatching,74,Male,None
06-09-2020,29-08-2020,19,Chakala Naka,1,Fraud,7,Other,Blunt Object
11-04-2020,05-04-2020,2,Vakola Pipeline (Santacruz East),1,Attempt to Murder,16,Male,None
17-07-2023,12-07-2023,4,Juhu Scheme,7,Fraud,21,Other,Acid
19-11-2023,10-11-2023,14,Bhayandar East,6,Domestic Violence,54,Male,Gun
10-03-2021,28-02-2021,9,Virar West Industrial Area,2,Chain Snatching,41,Male,Acid
03-02-2023,03-02-2023,23,Aarey Milk Colony,4,Drug Possession,31,Female,Acid
14-07-2021,11-07-2021,20,Lokhandwala,5,Vehicle Theft,67,Male,Acid
13-04-2020,04-04-2020,8,Irla (Vile Parle),9,Human Trafficking,45,Male,Explosives
06-10-2021,04-10-2021,23,KR Nagar (Jogeshwari),5,Fraud,13,Other,Blunt Object
23-12-2023,20-12-2023,4,Juhu Beach Area,2,Attempt to Murder,19,Female,Poison
02-03-2023,22-02-2023,13,Juhu Nagar,2,Extortion,52,Other,Explosives
24-09-2023,15-09-2023,19,Belapur CBD,4,Cyber Crime,75,Female,Blunt Object
15-12-2022,12-12-2022,2,Evershine Nagar (Malad),2,Attempt to Murder,27,Female,Blunt Object
17-07-2020,14-07-2020,0,Kalina (Santacruz East),8,Riot,31,Other,Explosives
18-02-2021,17-02-2021,12,Juhu Market,4,Murder,40,Female,Blunt Object
12-04-2020,06-04-2020,10,Chakala Naka,7,Vehicle Theft,59,Other,Acid
03-05-2023,24-04-2023,23,Virar Junction,5,Vehicle Theft,56,Male,Acid
07-11-2022,01-11-2022,19,Vasai Industrial Area,9,Human Trafficking,46,Male,Explosives
18-01-2020,11-01-2020,11,Navi Mumbai East,1,Domestic Violence,43,Male,Gun
20-11-2024,16-11-2024,2,Malad Industrial Area,8,Drug Possession,62,Other,None
27-07-2020,20-07-2020,22,Versova,8,Fraud,47,Male,Gun
18-12-2022,17-12-2022,22,Jogeshwari East,4,Cyber Crime,39,Male,Blunt Object
21-03-2024,19-03-2024,3,Dahanukar Wadi (Kandivali West),2,Kidnapping,31,Female,Knife
16-02-2022,08-02-2022,14,Subhash Nagar,6,Murder,27,Other,Poison
19-04-2021,12-04-2021,7,Nerul East,3,Riot,57,Other,Knife
13-07-2024,03-07-2024,14,Jogeshwari West,7,Drug Possession,34,Other,Explosives
28-04-2023,20-04-2023,20,Shanti Nagar (Dahisar),4,Attempt to Murder,21,Male,Acid
05-07-2022,02-07-2022,4,Santacruz East,8,Human Trafficking,57,Female,Explosives
23-12-2020,23-12-2020,10,NESCO Colony (Goregaon),7,Riot,24,Female,None
26-02-2022,25-02-2022,17,Nerul East,7,Drug Possession,73,Female,Poison
03-05-2022,02-05-2022,4,Vasai Village,3,Drug Possession,37,Male,Explosives
19-09-2023,11-09-2023,23,Chakala Naka,6,Domestic Violence,7,Female,Gun
05-03-2021,27-02-2021,10,Khar West,9,Domestic Violence,79,Female,Gun
06-09-2020,29-08-2020,15,Bhayandar Camp,5,Fraud,68,Male,Acid
15-06-2024,09-06-2024,13,Malad Market Area,1,Vehicle Theft,59,Other,Poison
10-09-2023,07-09-2023,2,Marol Naka,6,Extortion,14,Male,Acid
02-01-2020,24-12-2019,15,Pratiksha Nagar (Jogeshwari),5,Human Trafficking,63,Other,Blunt Object
13-12-2023,11-12-2023,0,Gokuldham (Goregaon),3,Extortion,5,Female,None
25-09-2020,15-09-2020,6,Santacruz Industrial Area,5,Sexual Assault,27,Other,Gun
21-07-2021,13-07-2021,7,Irla (Vile Parle),4,Drug Possession,73,Other,Acid
